student_id,race_ethnicity,sex,appalachian_residency,generation,age_at_entry,total_students,graduation_time,graduated,grad_in_4,grad_in_6
3384,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3386,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3387,black_african_american,female,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
3388,white,female,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
3389,hispanic_latino,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3391,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3392,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3394,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3395,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3396,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3397,two_or_more_races,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3398,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3400,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3401,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3402,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3403,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3404,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3405,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3406,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3407,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3408,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3409,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3410,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3411,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3412,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3413,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3414,two_or_more_races,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3415,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3416,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3417,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3418,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3419,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3420,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3421,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3422,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3424,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3425,white,female,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
3426,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3427,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3428,white,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3429,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3430,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3431,white,female,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
3432,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3433,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3434,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3436,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3437,white,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3438,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3439,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3441,black_african_american,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3442,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3443,two_or_more_races,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3444,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3445,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3446,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3447,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3448,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3449,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3451,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3452,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3454,white,female,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3455,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3457,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3458,black_african_american,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3461,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3462,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3463,two_or_more_races,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3464,white,male,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3465,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3467,white,male,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3468,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3469,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3470,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3472,two_or_more_races,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3473,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3474,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3475,hispanic_latino,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3476,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3478,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3479,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3480,hispanic_latino,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3481,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3482,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3483,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3484,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3485,white,male,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3486,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3487,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3488,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3489,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3491,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3493,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3494,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3496,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3497,two_or_more_races,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3498,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3499,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3500,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3503,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3504,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3505,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3507,white,male,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3508,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3509,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3510,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3511,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3512,white,female,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
3513,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3514,black_african_american,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3515,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3516,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3517,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3518,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3519,black_african_american,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3520,nonresident_alien,male,non_appalachian,gen_unknown,20,1,did_not_graduate,0,0,0
3521,two_or_more_races,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3523,two_or_more_races,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3524,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3525,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3527,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3528,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3529,hawaiian_pacific_islander,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3530,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3531,white,female,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
3532,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3533,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3534,white,female,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3535,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3536,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3537,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3538,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3539,white,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3540,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3541,white,male,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
3542,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3544,hispanic_latino,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3546,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3547,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3548,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3549,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3550,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3551,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3552,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3553,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3554,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3555,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3556,two_or_more_races,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3557,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3558,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3559,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3560,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3561,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3562,black_african_american,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3563,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3564,white,female,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
3565,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3566,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3567,two_or_more_races,female,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
3568,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3569,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3570,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3571,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3572,hispanic_latino,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3573,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3574,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3575,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3576,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3577,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3578,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3581,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3582,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3583,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3584,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3585,asian,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3586,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3587,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3588,white,female,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3590,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3591,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3593,black_african_american,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3595,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3596,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3597,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3598,white,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3599,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3600,hispanic_latino,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3601,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3603,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3604,nonresident_alien,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3605,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3606,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3607,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3608,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3609,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3610,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3611,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3612,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3613,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3614,black_african_american,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3615,hispanic_latino,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3616,two_or_more_races,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3617,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3619,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3621,hispanic_latino,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3622,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3624,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3625,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3626,hispanic_latino,male,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
3627,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3628,hispanic_latino,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3629,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3631,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3632,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3633,black_african_american,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3634,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3636,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3637,white,female,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
3638,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3640,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3641,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3642,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3644,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3645,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3646,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3647,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3648,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3650,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3651,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3652,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3653,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3654,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3655,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3656,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3657,white,female,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3658,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3659,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3661,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3662,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3664,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3665,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3666,black_african_american,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3667,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3669,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3670,two_or_more_races,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3671,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3672,white,female,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3673,two_or_more_races,female,non_appalachian,gen_unknown,19,1,did_not_graduate,0,0,0
3674,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3675,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3676,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3677,hispanic_latino,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3678,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3679,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3680,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3682,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3684,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3685,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3686,white,male,non_appalachian,non_first_gen,20,1,did_not_graduate,0,0,0
3688,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3689,black_african_american,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3690,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3691,two_or_more_races,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3692,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3694,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3695,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3697,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3701,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3704,black_african_american,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3705,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3706,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3707,white,male,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3708,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3709,white,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3710,white,male,non_appalachian,gen_unknown,19,1,did_not_graduate,0,0,0
3711,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3712,black_african_american,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3713,white,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3715,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3716,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3717,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3718,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3719,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3720,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3721,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3723,hispanic_latino,male,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3724,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3725,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3727,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3728,white,male,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
3729,two_or_more_races,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3730,hispanic_latino,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3731,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3732,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3733,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3734,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3735,two_or_more_races,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3736,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3738,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3739,black_african_american,male,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
3740,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3741,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3743,white,female,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3744,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3746,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3747,white,female,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3748,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3749,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3750,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3751,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3752,black_african_american,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3753,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3754,black_african_american,male,non_appalachian,first_gen,17,1,did_not_graduate,0,0,0
3755,white,female,non_appalachian,first_gen,19,1,did_not_graduate,0,0,0
3756,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3757,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3758,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3759,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3761,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3762,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3764,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3765,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3766,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3767,black_african_american,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3769,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3771,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3772,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3774,white,male,non_appalachian,non_first_gen,17,1,did_not_graduate,0,0,0
3775,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3776,white,female,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3777,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3778,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3780,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3781,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3782,white,male,non_appalachian,gen_unknown,18,1,did_not_graduate,0,0,0
3783,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3786,two_or_more_races,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3787,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3788,white,male,non_appalachian,non_first_gen,19,1,did_not_graduate,0,0,0
3789,race_unknown,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3790,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3791,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3792,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3793,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3794,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3795,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3796,two_or_more_races,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3798,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3799,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3801,white,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3802,black_african_american,female,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3803,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
3805,white,male,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3806,white,female,non_appalachian,non_first_gen,18,1,did_not_graduate,0,0,0
3807,white,male,non_appalachian,first_gen,18,1,did_not_graduate,0,0,0
