StudentID	Race_Ethnicity	Sex	appalachian_residency	generation	pell_elligibility	age_at_entry	graduated
1912	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
1913	two_or_more_races	Female	non_appalachian	first_gen	pell_elligible	18	1
1914	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
1915	White	Male	non_appalachian	non_first_gen	pell_elligible	18	0
1916	White	Male	appalachian	gen_unknown	non_pell_elligible	18	1
1917	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
1918	hispanic_latino	Female	non_appalachian	first_gen	non_pell_elligible	18	1
1919	White	Female	non_appalachian	non_first_gen	pell_elligible	18	0
1920	hawaiian_pacific_islander	Female	non_appalachian	non_first_gen	pell_elligible	18	1
1921	White	Female	non_appalachian	first_gen	pell_elligible	18	1
1922	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
1923	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
1924	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
1925	White	Male	non_appalachian	first_gen	non_pell_elligible	19	1
1926	White	Male	appalachian	non_first_gen	non_pell_elligible	18	0
1927	White	Female	appalachian	gen_unknown	non_pell_elligible	17	1
1928	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
1929	White	Female	non_appalachian	non_first_gen	pell_elligible	17	0
1930	White	Male	appalachian	non_first_gen	non_pell_elligible	19	1
1931	White	Female	appalachian	first_gen	non_pell_elligible	18	1
1932	White	Female	non_appalachian	first_gen	pell_elligible	18	0
1933	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
1934	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
1935	White	Female	non_appalachian	gen_unknown	non_pell_elligible	18	1
1936	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
1937	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
1938	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
1939	White	Female	non_appalachian	non_first_gen	non_pell_elligible	19	0
1940	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
1941	White	Male	non_appalachian	gen_unknown	pell_elligible	18	0
1942	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
1943	hispanic_latino	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
1944	White	Female	non_appalachian	gen_unknown	non_pell_elligible	19	1
1945	White	Male	non_appalachian	first_gen	pell_elligible	18	1
1946	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
1947	White	Female	non_appalachian	non_first_gen	non_pell_elligible	17	0
1948	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
1949	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
1950	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
1951	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
1952	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
1953	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
1954	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
1955	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
1956	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
1957	White	Female	non_appalachian	non_first_gen	non_pell_elligible	17	1
1958	White	Female	appalachian	first_gen	pell_elligible	18	0
1959	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
1960	two_or_more_races	Female	appalachian	non_first_gen	non_pell_elligible	18	1
1961	american_indian_alaska_native	Female	non_appalachian	first_gen	non_pell_elligible	18	1
1962	hispanic_latino	Male	non_appalachian	first_gen	pell_elligible	18	1
1963	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
1964	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
1965	White	Male	non_appalachian	first_gen	non_pell_elligible	19	1
1966	White	Male	appalachian	non_first_gen	non_pell_elligible	18	1
1967	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
1968	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
1969	White	Female	non_appalachian	non_first_gen	pell_elligible	19	0
1970	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
1971	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
1972	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
1973	White	Male	appalachian	first_gen	non_pell_elligible	18	1
1974	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
1975	White	Female	non_appalachian	gen_unknown	non_pell_elligible	18	1
1976	White	Female	appalachian	first_gen	pell_elligible	18	0
1977	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
1978	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
1979	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
1980	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
1981	black_african_american	Male	non_appalachian	non_first_gen	pell_elligible	18	1
1982	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
1983	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
1984	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
1985	black_african_american	Female	non_appalachian	non_first_gen	pell_elligible	17	1
1986	White	Male	non_appalachian	first_gen	non_pell_elligible	19	1
1987	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
1988	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
1989	black_african_american	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
1990	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
1991	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
1992	White	Male	appalachian	non_first_gen	pell_elligible	17	1
1993	White	Male	appalachian	gen_unknown	non_pell_elligible	18	1
1994	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
1995	two_or_more_races	Female	non_appalachian	gen_unknown	non_pell_elligible	18	0
1996	White	Female	non_appalachian	first_gen	pell_elligible	18	0
1997	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
1998	White	Female	non_appalachian	first_gen	pell_elligible	18	0
1999	White	Female	non_appalachian	gen_unknown	non_pell_elligible	18	1
2000	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2001	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2002	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2003	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
2004	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2005	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2006	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2007	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2008	White	Female	non_appalachian	non_first_gen	non_pell_elligible	19	1
2009	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
2010	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2011	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2012	Asian	Male	non_appalachian	non_first_gen	pell_elligible	18	1
2013	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2014	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2015	White	Female	appalachian	first_gen	pell_elligible	18	0
2016	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
2017	White	Male	non_appalachian	gen_unknown	pell_elligible	19	1
2018	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2019	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2020	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2021	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	0
2022	White	Male	non_appalachian	non_first_gen	pell_elligible	18	0
2023	White	Male	appalachian	first_gen	pell_elligible	18	0
2024	White	Female	non_appalachian	first_gen	pell_elligible	19	0
2025	two_or_more_races	Female	appalachian	gen_unknown	pell_elligible	37	0
2026	black_african_american	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2027	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2028	black_african_american	Female	non_appalachian	non_first_gen	pell_elligible	18	1
2029	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2030	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2031	black_african_american	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2032	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
2033	two_or_more_races	Female	non_appalachian	first_gen	non_pell_elligible	19	0
2034	White	Male	appalachian	non_first_gen	non_pell_elligible	18	0
2035	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
2036	White	Male	appalachian	first_gen	pell_elligible	19	1
2037	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
2038	White	Female	non_appalachian	first_gen	pell_elligible	18	0
2039	black_african_american	Female	non_appalachian	first_gen	pell_elligible	18	0
2040	White	Female	non_appalachian	non_first_gen	non_pell_elligible	19	1
2041	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2042	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2043	White	Female	non_appalachian	first_gen	pell_elligible	18	1
2044	nonresident_alien	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2045	White	Female	appalachian	non_first_gen	non_pell_elligible	18	0
2046	White	Female	appalachian	non_first_gen	non_pell_elligible	19	1
2047	american_indian_alaska_native	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2048	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2049	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2050	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2051	White	Male	appalachian	non_first_gen	pell_elligible	18	0
2052	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2053	hispanic_latino	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2054	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
2055	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
2056	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
2057	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2058	White	Female	non_appalachian	first_gen	pell_elligible	18	1
2059	two_or_more_races	Male	non_appalachian	first_gen	pell_elligible	18	1
2060	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2061	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2062	two_or_more_races	Female	non_appalachian	first_gen	pell_elligible	18	0
2063	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2064	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
2065	White	Male	non_appalachian	first_gen	non_pell_elligible	19	0
2066	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
2067	White	Male	appalachian	non_first_gen	pell_elligible	18	1
2068	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
2069	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2070	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2071	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2072	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
2073	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2074	White	Male	appalachian	first_gen	pell_elligible	18	0
2075	White	Male	non_appalachian	first_gen	non_pell_elligible	19	0
2076	black_african_american	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2077	black_african_american	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2078	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2079	black_african_american	Female	non_appalachian	non_first_gen	pell_elligible	18	0
2080	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2081	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2082	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
2083	White	Male	appalachian	non_first_gen	non_pell_elligible	18	1
2084	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2085	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2086	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2087	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2088	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2089	White	Female	appalachian	first_gen	non_pell_elligible	18	1
2090	White	Female	appalachian	first_gen	pell_elligible	18	1
2091	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2092	White	Female	appalachian	first_gen	non_pell_elligible	18	0
2093	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2094	two_or_more_races	Female	non_appalachian	first_gen	pell_elligible	18	0
2095	White	Male	appalachian	non_first_gen	non_pell_elligible	18	1
2096	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
2097	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
2098	two_or_more_races	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2099	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2100	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2101	hispanic_latino	Female	non_appalachian	first_gen	pell_elligible	18	0
2102	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2103	White	Male	non_appalachian	first_gen	non_pell_elligible	19	1
2104	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
2105	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2106	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2107	two_or_more_races	Female	non_appalachian	first_gen	pell_elligible	18	1
2108	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2109	White	Male	appalachian	first_gen	non_pell_elligible	18	0
2110	White	Female	non_appalachian	first_gen	pell_elligible	18	0
2111	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2112	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2113	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
2114	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2115	White	Female	non_appalachian	first_gen	pell_elligible	19	1
2116	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
2117	hispanic_latino	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2118	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
2119	hispanic_latino	Female	non_appalachian	non_first_gen	pell_elligible	18	0
2120	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2121	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2122	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2123	two_or_more_races	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2124	hispanic_latino	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
2125	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2126	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
2127	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2128	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
2129	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
2130	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2131	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2132	White	Male	non_appalachian	first_gen	pell_elligible	19	0
2133	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2134	White	Female	non_appalachian	non_first_gen	pell_elligible	17	1
2135	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2136	White	Female	appalachian	non_first_gen	pell_elligible	18	1
2137	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2138	White	Female	non_appalachian	non_first_gen	pell_elligible	18	0
2139	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
2140	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2141	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2142	White	Female	appalachian	non_first_gen	non_pell_elligible	17	1
2143	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2144	White	Male	appalachian	non_first_gen	non_pell_elligible	18	1
2145	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2146	unknown_ethnicity	Female	non_appalachian	first_gen	pell_elligible	18	1
2147	Asian	Male	non_appalachian	non_first_gen	pell_elligible	19	1
2148	White	Female	appalachian	first_gen	non_pell_elligible	18	1
2149	two_or_more_races	Female	non_appalachian	gen_unknown	non_pell_elligible	19	1
2150	Asian	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2151	White	Female	appalachian	first_gen	non_pell_elligible	18	1
2152	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2153	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2154	White	Male	appalachian	non_first_gen	non_pell_elligible	18	1
2155	two_or_more_races	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2156	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2157	White	Male	appalachian	non_first_gen	non_pell_elligible	18	0
2158	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2159	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2160	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2161	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2162	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2163	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2164	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2165	White	Female	non_appalachian	non_first_gen	non_pell_elligible	19	1
2166	White	Male	appalachian	non_first_gen	non_pell_elligible	18	0
2167	White	Female	non_appalachian	non_first_gen	non_pell_elligible	19	1
2168	White	Female	non_appalachian	non_first_gen	pell_elligible	18	0
2169	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
2170	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	0
2171	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2172	White	Male	appalachian	first_gen	non_pell_elligible	18	0
2173	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2174	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2175	two_or_more_races	Female	non_appalachian	non_first_gen	pell_elligible	18	0
2176	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
2177	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
2178	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2179	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2180	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2181	White	Male	appalachian	first_gen	non_pell_elligible	18	1
2182	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2183	hispanic_latino	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2184	White	Female	appalachian	first_gen	pell_elligible	18	1
2185	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2186	White	Male	appalachian	non_first_gen	pell_elligible	18	0
2187	White	Female	appalachian	first_gen	non_pell_elligible	18	1
2188	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2189	White	Male	appalachian	non_first_gen	pell_elligible	18	0
2190	two_or_more_races	Female	non_appalachian	non_first_gen	pell_elligible	18	1
2191	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
2192	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2193	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2194	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2195	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2196	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2197	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2198	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
2199	White	Female	appalachian	first_gen	pell_elligible	18	1
2200	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2201	White	Female	appalachian	non_first_gen	pell_elligible	18	0
2202	White	Female	non_appalachian	first_gen	pell_elligible	18	1
2203	White	Male	non_appalachian	first_gen	non_pell_elligible	19	0
2204	black_african_american	Male	non_appalachian	first_gen	pell_elligible	18	1
2205	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2206	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2207	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2208	White	Male	non_appalachian	first_gen	non_pell_elligible	18	1
2209	White	Male	non_appalachian	first_gen	non_pell_elligible	19	1
2210	White	Male	non_appalachian	gen_unknown	non_pell_elligible	18	0
2211	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2212	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2213	White	Male	non_appalachian	first_gen	pell_elligible	19	1
2214	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2215	White	Female	non_appalachian	first_gen	non_pell_elligible	18	0
2216	black_african_american	Male	non_appalachian	non_first_gen	pell_elligible	18	1
2217	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2218	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2219	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	0
2220	White	Male	appalachian	first_gen	non_pell_elligible	18	1
2221	White	Female	non_appalachian	first_gen	non_pell_elligible	17	0
2222	White	Female	non_appalachian	first_gen	pell_elligible	18	1
2223	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
2224	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2225	two_or_more_races	Female	appalachian	first_gen	pell_elligible	18	1
2226	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2227	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
2228	black_african_american	Female	non_appalachian	first_gen	pell_elligible	18	0
2229	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2230	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2231	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
2232	White	Female	appalachian	gen_unknown	non_pell_elligible	18	1
2233	White	Male	appalachian	first_gen	pell_elligible	19	1
2234	White	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
2235	White	Female	non_appalachian	first_gen	pell_elligible	19	1
2236	black_african_american	Female	non_appalachian	first_gen	pell_elligible	18	1
2237	black_african_american	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2238	White	Female	non_appalachian	non_first_gen	pell_elligible	18	1
2239	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2240	black_african_american	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2241	White	Male	appalachian	non_first_gen	non_pell_elligible	19	1
2242	White	Female	appalachian	first_gen	non_pell_elligible	18	1
2243	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2244	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2245	White	Female	appalachian	first_gen	non_pell_elligible	18	1
2246	black_african_american	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2247	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2248	black_african_american	Male	non_appalachian	first_gen	pell_elligible	18	0
2249	nonresident_alien	Male	non_appalachian	gen_unknown	non_pell_elligible	20	0
2250	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2251	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2252	two_or_more_races	Female	non_appalachian	non_first_gen	pell_elligible	18	0
2253	White	Female	appalachian	first_gen	non_pell_elligible	17	0
2254	two_or_more_races	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2255	White	Female	appalachian	first_gen	non_pell_elligible	18	1
2256	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2257	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2258	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2259	unknown_ethnicity	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2260	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2261	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2262	White	Male	non_appalachian	non_first_gen	pell_elligible	18	1
2263	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	0
2264	White	Female	appalachian	first_gen	non_pell_elligible	18	0
2265	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2266	White	Male	appalachian	non_first_gen	non_pell_elligible	18	1
2267	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2268	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2269	black_african_american	Male	non_appalachian	non_first_gen	non_pell_elligible	17	1
2270	White	Female	non_appalachian	non_first_gen	non_pell_elligible	17	1
2271	White	Female	non_appalachian	first_gen	pell_elligible	18	0
2272	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2273	two_or_more_races	Female	appalachian	non_first_gen	pell_elligible	18	1
2274	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2275	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2276	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2277	White	Female	non_appalachian	non_first_gen	non_pell_elligible	19	1
2278	hawaiian_pacific_islander	Male	non_appalachian	first_gen	non_pell_elligible	18	0
2279	black_african_american	Female	non_appalachian	non_first_gen	pell_elligible	18	1
2280	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2281	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2282	White	Female	non_appalachian	non_first_gen	pell_elligible	17	0
2283	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2284	White	Female	non_appalachian	gen_unknown	non_pell_elligible	18	1
2285	White	Female	non_appalachian	gen_unknown	non_pell_elligible	18	1
2286	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2287	White	Female	non_appalachian	non_first_gen	non_pell_elligible	17	1
2288	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
2289	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2290	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2291	White	Male	non_appalachian	first_gen	pell_elligible	18	1
2292	hispanic_latino	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2293	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2294	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2295	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2296	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2297	black_african_american	Female	non_appalachian	non_first_gen	pell_elligible	17	1
2298	White	Female	non_appalachian	first_gen	non_pell_elligible	19	0
2299	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	0
2300	White	Male	non_appalachian	gen_unknown	non_pell_elligible	18	0
2301	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2302	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2303	unknown_ethnicity	Male	appalachian	non_first_gen	non_pell_elligible	17	1
2304	White	Female	appalachian	non_first_gen	non_pell_elligible	18	1
2305	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2306	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2307	White	Female	non_appalachian	first_gen	non_pell_elligible	18	1
2308	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2309	White	Female	non_appalachian	non_first_gen	non_pell_elligible	19	1
2310	two_or_more_races	Male	non_appalachian	non_first_gen	non_pell_elligible	19	1
2311	White	Male	non_appalachian	non_first_gen	non_pell_elligible	18	1
2312	White	Female	non_appalachian	first_gen	pell_elligible	18	0
2313	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2314	White	Female	non_appalachian	non_first_gen	non_pell_elligible	18	1
2315	White	Male	non_appalachian	first_gen	non_pell_elligible	18	0
